Connected Company,Start Company Sector,Connected Company Sector,Start CompanyID*,Start Company Type,Start Company Role End Date,Connected Company Index,DirectorID*,Connected Company Duration,ED/NED/Non-Brd,Connected Company Role End Date,Connected Company Current/Historic,Start Company Current/Historic,Connected CompanyID*,Start Company,Connected Company Type,Start Company Duration,Start Company Role,Start Company Role Start Date,Connected Company Country,Connected Company Role Name,Start Company Country,Start ED/NED/Non-Brd,Start Company Index,Director Name,Connected Company Role Start Date,inputfilestem,region,mgmt_type,workbook_name,fragment_number,sheet_name
Acme Metal Slides Inc,Banks,,9727526166,Quoted,2011-06-23 00:00:00,,5923009401,,ED,,Historic,Historic (2011),1055792849,YADKIN FINANCIAL CORP (Yadkin Valley Financial Corp prior to 05/2013) (De-listed 03/2017),Private,5,Independent Director,2006-07-01 00:00:00,United States,VP/Secretary,United States,NED,,J T Alexander Jr,,NA - Company Network - 33,NA,Director,Company Network,33,
100 Black Men of Middle Tennessee Inc,Consumer Services,,22278684838,Quoted,2019-10-01 00:00:00,,845134657,,Other,,Historic,Historic (2019),1525987322,AAC HOLDINGS INC (De-listed 10/2019),Private,5,Lead Independent Director,2014-10-02 00:00:00,United States,Chairman,United States,NED,,Darrell S Freeman Sr,,NA - Company Network - 34,NA,Director,Company Network,34,
24/7.ai Inc (24/7 Customer Inc prior to 10/2017),Consumer Services,Business Services,22278684838,Quoted,2019-10-29 00:00:00,,170815710214,3,Non-Brd,Current,Current,Historic (2019),7797087597,AAC HOLDINGS INC (De-listed 10/2019),Private,1,Chief Marketing and Digital Officer,2018-09-05 00:00:00,United States,Advisory Board Member,United States,Non-Brd,,Stephen Ebbett,2018-03-01 00:00:00,NA - Company Network - 34,NA,Director,Company Network,34,
A Better Tomorrow Treatment Center Inc,Consumer Services,,22278684838,Quoted,2017-09-08 00:00:00,,7937288968,7,Non-Brd,2011,Historic (2011),Historic (2017),12691315721,AAC HOLDINGS INC (De-listed 10/2019),Private,< 1 Year,Director -ED,2017-05-16 00:00:00,United States,President/CEO,United States,ED,,Jerrod N Menz,2004,NA - Company Network - 34,NA,Director,Company Network,34,
A Better Tomorrow Treatment Center Inc,Consumer Services,,22278684838,Quoted,2017-05-16 00:00:00,,7937288968,7,Non-Brd,2011,Historic (2011),Historic (2017),12691315721,AAC HOLDINGS INC (De-listed 10/2019),Private,2,Employee,2015-07-29 00:00:00,United States,President/CEO,United States,Non-Brd,,Jerrod N Menz,2004,NA - Company Network - 34,NA,Director,Company Network,34,
A Better Tomorrow Treatment Center Inc,Consumer Services,,22278684838,Quoted,2015-07-29 00:00:00,,7937288968,7,Non-Brd,2011,Historic (2011),Historic (2017),12691315721,AAC HOLDINGS INC (De-listed 10/2019),Private,1,President,2014-10-02 00:00:00,United States,President/CEO,United States,ED,,Jerrod N Menz,2004,NA - Company Network - 34,NA,Director,Company Network,34,
3COM CORP (De-listed 04/2010),Health,Information Technology Hardware,22369114982,Quoted,Current,,5673666944,2,Non-Brd,2001-08-01 00:00:00,Historic (2001),Current,11053344,AVANOS MEDICAL INC (Halyard Health Inc prior to 07/2018),Quoted,6,Independent Director,2014-10-31 00:00:00,United States,Division VP/General Manager,United States,NED,S&P MID CAP 400,Doctor Julie A Shimer,2000-01-01 00:00:00,NA - Company Network - 35,NA,Director,Company Network,35,
3i Ventures Corp,Health,,22369114982,Quoted,2020-04-30 00:00:00,,4612910323,1,Non-Brd,2007-10-01 00:00:00,Historic (2007),Historic (2020),4566416087,AVANOS MEDICAL INC (Halyard Health Inc prior to 07/2018),Private,3,Independent Chairman,2017-09-01 00:00:00,United States,Advisor,United States,NED,S&P MID CAP 400,Ronald (Ron) W Dollens,2006-10-01 00:00:00,NA - Company Network - 35,NA,Director,Company Network,35,
3i Ventures Corp,Health,,22369114982,Quoted,2017-09-01 00:00:00,,4612910323,1,Non-Brd,2007-10-01 00:00:00,Historic (2007),Historic (2020),4566416087,AVANOS MEDICAL INC (Halyard Health Inc prior to 07/2018),Private,3,Lead Independent Director,2014-10-31 00:00:00,United States,Advisor,United States,NED,S&P MID CAP 400,Ronald (Ron) W Dollens,2006-10-01 00:00:00,NA - Company Network - 35,NA,Director,Company Network,35,
410 Medical Inc,Health,,22369114982,Quoted,2019-08-31 00:00:00,,14482877833,3,NED,Current,Current,Historic (2019),26654979714,AVANOS MEDICAL INC (Halyard Health Inc prior to 07/2018),Private,1,Division President,2018-03-12 00:00:00,United States,Director -SD,United States,Non-Brd,S&P MID CAP 400,John R Tushar,2018-04-25 00:00:00,NA - Company Network - 35,NA,Director,Company Network,35,
4Tech Cardio Inc,Health,,22369114982,Quoted,Current,,431437865,4,NED,Current,Current,Current,25167268337,AVANOS MEDICAL INC (Halyard Health Inc prior to 07/2018),Private,5,Independent Director,2015-12-01 00:00:00,United States,Chairman,United States,NED,S&P MID CAP 400,William (Bill) A Hawkins III,2016-10-28 00:00:00,NA - Company Network - 35,NA,Director,Company Network,35,
160Over90 Inc,Telecommunication Services,,172624310365,Quoted,2013-05-01 00:00:00,,11792484363,2,NED,2018-01-01 00:00:00,Historic (2018),Historic (2013),25236588407,CHARTER COMMUNICATIONS INC (Spectrum),Private,3,Independent Director,2010-09-14 00:00:00,United States,Chairman,United States,NED,"NASDAQ 100, S&P 100, S&P 500",Darren Glatt,2016-02-01 00:00:00,NA - Company Network - 36,NA,Director,Company Network,36,
160Over90 Inc,Telecommunication Services,,172624310365,Quoted,Current,,5422383132,2,NED,2018-01-01 00:00:00,Historic (2018),Current,25236588407,CHARTER COMMUNICATIONS INC (Spectrum),Private,5,Lead Independent Director,2016-05-18 00:00:00,United States,Director -SD,United States,NED,"NASDAQ 100, S&P 100, S&P 500",Eric Louis Zinterhofer,2016,NA - Company Network - 36,NA,Director,Company Network,36,
160Over90 Inc,Telecommunication Services,,172624310365,Quoted,2016-05-18 00:00:00,,5422383132,2,NED,2018-01-01 00:00:00,Historic (2018),Current,25236588407,CHARTER COMMUNICATIONS INC (Spectrum),Private,6,Independent Chairman,2010-09-14 00:00:00,United States,Director -SD,United States,NED,"NASDAQ 100, S&P 100, S&P 500",Eric Louis Zinterhofer,2016,NA - Company Network - 36,NA,Director,Company Network,36,
1-800 Hansons LLC,Telecommunication Services,,172624310365,Quoted,2010,,5500644623,2,Non-Brd,Current,Current,Historic (2010),32128084327,CHARTER COMMUNICATIONS INC (Spectrum),Private,< 1 Year,Senior VP - Ops,2010-09-14 00:00:00,United States,CEO,United States,Non-Brd,"NASDAQ 100, S&P 100, S&P 500",Joseph (Joe) R Stackhouse,2019,NA - Company Network - 36,NA,Director,Company Network,36,
360 Networks Corp,Telecommunication Services,,172624310365,Quoted,Current,,428057543,3,ED,2005-06-01 00:00:00,Historic (2011),Current,14305167641,CHARTER COMMUNICATIONS INC (Spectrum),Private,8,Independent Director,2013-05-01 00:00:00,United States,Chairman/CEO,United States,NED,"NASDAQ 100, S&P 100, S&P 500",Gregory (Greg) Ben Maffei,2002-11-01 00:00:00,NA - Company Network - 36,NA,Director,Company Network,36,
7-Eleven Inc,Education,,16470979705,Quoted,2014-11-13 00:00:00,,13998657311,3,Non-Brd,Current,Current,Historic (2014),7884068476,EDUCATION MANAGEMENT CORP (De-listed 11/2014),Private,1,Senior VP/Chief Compliance Officer,2013-05-01 00:00:00,United States,VP/Chief Compliance Officer,United States,Non-Brd,,Donna A Bucella,2018-09-01 00:00:00,NA - Company Network - 37,NA,Director,Company Network,37,
AARP Inc (Formerly known as American Association of Retired Persons),Education,,16470979705,Quoted,2011-07-01 00:00:00,,8460211319,,Non-Brd,,Historic,Historic (2014),286780611352,EDUCATION MANAGEMENT CORP (De-listed 11/2014),Charities,2,President,2009-10-02 00:00:00,United States,Consultant,United States,Non-Brd,,Doctor Craig D Swenson,,NA - Company Network - 37,NA,Director,Company Network,37,
AARP Inc (Formerly known as American Association of Retired Persons),Education,,16470979705,Quoted,2014-11-08 00:00:00,,8460211319,,Non-Brd,,Historic,Historic (2014),286780611352,EDUCATION MANAGEMENT CORP (De-listed 11/2014),Charities,3,Chief Academic Officer,2011-07-01 00:00:00,United States,Consultant,United States,Non-Brd,,Doctor Craig D Swenson,,NA - Company Network - 37,NA,Director,Company Network,37,
ABCo Inc,Education,,16470979705,Quoted,2012-04-01 00:00:00,,5859211212,5,Non-Brd,1989,Historic (1989),Historic (2012),670529201,EDUCATION MANAGEMENT CORP (De-listed 11/2014),Private,2,Senior VP/Chief Marketing Officer,2010,United States,COO,United States,Non-Brd,,Anthony (Tony) F Digiovanni,1984,NA - Company Network - 37,NA,Director,Company Network,37,
ABCo Inc,Education,,16470979705,Quoted,2010,,5859211212,5,Non-Brd,1989,Historic (1989),Historic (2012),670529201,EDUCATION MANAGEMENT CORP (De-listed 11/2014),Private,1,Senior VP,2009-10-02 00:00:00,United States,COO,United States,Non-Brd,,Anthony (Tony) F Digiovanni,1984,NA - Company Network - 37,NA,Director,Company Network,37,
5th Avenue Theatre (The),Investment Companies,,23028145927,Quoted,Current,,421766920,1,Other,2008,Historic (2008),Current,175350110588,GOLDMAN SACHS BDC INC,Private,6,Independent Director,2015-08-04 00:00:00,United States,Director -SD,United States,NED,,Ross Jay Kari,2007,NA - Company Network - 38,NA,Director,Company Network,38,
A&B Mailers Inc,Investment Companies,,23028145927,Quoted,Current,,4915739643,< 1 Year,Non-Brd,1997-05-01 00:00:00,Historic (1998),Current,8457071141,GOLDMAN SACHS BDC INC,Private,3,Independent Director,2018-06-01 00:00:00,United States,VP/Secretary,United States,NED,,Susan Brock McGee,1997-03-01 00:00:00,NA - Company Network - 38,NA,Director,Company Network,38,
A&B Mailers Inc,Investment Companies,,23028145927,Quoted,Current,,4915739643,1,ED,1998-05-01 00:00:00,Historic (1998),Current,8457071141,GOLDMAN SACHS BDC INC,Private,3,Independent Director,2018-06-01 00:00:00,United States,VP/Secretary,United States,NED,,Susan Brock McGee,1997-05-01 00:00:00,NA - Company Network - 38,NA,Director,Company Network,38,
ABN AMRO Asset Management (USA) Inc,Investment Companies,,23028145927,Quoted,Current,,93318111928,1,ED,1999-05-01 00:00:00,Historic (1999),Current,6605895693,GOLDMAN SACHS BDC INC,Private,< 1 Year,Independent Director,2020-10-12 00:00:00,United States,President/CEO/Chief Investment Officer,United States,NED,,Timothy (Tim) J Leach,1998-02-09 00:00:00,NA - Company Network - 38,NA,Director,Company Network,38,
ABN AMRO FUNDS,Investment Companies,,23028145927,Quoted,Current,,93318111928,1,NED,1999-04-01 00:00:00,Historic (1999),Current,16190,GOLDMAN SACHS BDC INC,Quoted,< 1 Year,Independent Director,2020-10-12 00:00:00,Luxembourg,Chairman,United States,NED,,Timothy (Tim) J Leach,1998-02-01 00:00:00,NA - Company Network - 38,NA,Director,Company Network,38,
A Better Chicago,Engineering & Machinery,,11526883874,Quoted,Current,,201750012562,6,Other,Current,Current,Current,185885411406,JOHN BEAN TECHNOLOGIES CORP,Private,3,Executive VP/Division President,2017-10-23 00:00:00,United States,Council Member,United States,Non-Brd,S&P SMALL CAP 600,Paul Sternlieb,2015,NA - Company Network - 39,NA,Director,Company Network,39,
AAR CORP,Engineering & Machinery,Aerospace & Defence,11526883874,Quoted,2013-05-01 00:00:00,S&P SMALL CAP 600,29681210743,3,NED,Current,Current,Current,13873753,JOHN BEAN TECHNOLOGIES CORP,Quoted,5,Independent Director,2008-07-31 00:00:00,United States,Lead Independent Director,United States,NED,S&P SMALL CAP 600,James (Jim) E Goodwin,2017-10-11 00:00:00,NA - Company Network - 39,NA,Director,Company Network,39,
AAR CORP,Engineering & Machinery,Aerospace & Defence,11526883874,Quoted,Current,S&P SMALL CAP 600,29681210743,3,NED,Current,Current,Current,13873753,JOHN BEAN TECHNOLOGIES CORP,Quoted,8,Lead Independent Director,2013-05-01 00:00:00,United States,Lead Independent Director,United States,NED,S&P SMALL CAP 600,James (Jim) E Goodwin,2017-10-11 00:00:00,NA - Company Network - 39,NA,Director,Company Network,39,
AAR CORP,Engineering & Machinery,Aerospace & Defence,11526883874,Quoted,2013-05-01 00:00:00,S&P SMALL CAP 600,29681210743,15,NED,2017-10-11 00:00:00,Current,Current,13873753,JOHN BEAN TECHNOLOGIES CORP,Quoted,5,Independent Director,2008-07-31 00:00:00,United States,Independent Director,United States,NED,S&P SMALL CAP 600,James (Jim) E Goodwin,2002-04-17 00:00:00,NA - Company Network - 39,NA,Director,Company Network,39,
AAR CORP,Engineering & Machinery,Aerospace & Defence,11526883874,Quoted,Current,S&P SMALL CAP 600,29681210743,15,NED,2017-10-11 00:00:00,Current,Current,13873753,JOHN BEAN TECHNOLOGIES CORP,Quoted,8,Lead Independent Director,2013-05-01 00:00:00,United States,Independent Director,United States,NED,S&P SMALL CAP 600,James (Jim) E Goodwin,2002-04-17 00:00:00,NA - Company Network - 39,NA,Director,Company Network,39,
360 Networks Corp,Utilities - Other,,983712725,Quoted,2003-07-01 00:00:00,,2444315665,1,NED,2003-11-01 00:00:00,Historic (2003),Historic (2003),14305167641,CASELLA WASTE SYSTEMS INC,Private,4,Director -SD,1999,United States,Director -SD,United States,NED,,The Hon. Wilbur Louis Ross Jr,2002-11-01 00:00:00,NA - Company Network - 4,NA,Director,Company Network,4,
AAi FosterGrant Inc,Utilities - Other,,983712725,Quoted,1998,,52496812216,1,NED,1997-06-01 00:00:00,Historic (1997),Historic (1998),70431110146,CASELLA WASTE SYSTEMS INC,Private,3,Director -SD,1995,United States,Director -SD,United States,NED,,Michael (Mike) F Cronin,1996-06-01 00:00:00,NA - Company Network - 4,NA,Director,Company Network,4,
ABBOTT LABORATORIES,Utilities - Other,Pharmaceuticals and Biotechnology,983712725,Quoted,2020-12-31 00:00:00,"S&P 100, S&P 500",24581067737,2,Non-Brd,2004,Historic (2004),Current,14632025,CASELLA WASTE SYSTEMS INC,Quoted,6,VP/Assistant General Counsel,2014-09-01 00:00:00,United States,Various Positions,United States,Non-Brd,,Shelley E Sayward,2002,NA - Company Network - 4,NA,Director,Company Network,4,
ABBOTT LABORATORIES,Utilities - Other,Pharmaceuticals and Biotechnology,983712725,Quoted,2014-09-01 00:00:00,"S&P 100, S&P 500",24581067737,2,Non-Brd,2004,Historic (2004),Current,14632025,CASELLA WASTE SYSTEMS INC,Quoted,8,Various Positions,2006-11-01 00:00:00,United States,Various Positions,United States,Non-Brd,,Shelley E Sayward,2002,NA - Company Network - 4,NA,Director,Company Network,4,
ABBOTT LABORATORIES,Utilities - Other,Pharmaceuticals and Biotechnology,983712725,Quoted,Current,"S&P 100, S&P 500",24581067737,2,Non-Brd,2004,Historic (2004),Current,14632025,CASELLA WASTE SYSTEMS INC,Quoted,< 1 Year,Senior VP/General Counsel,2020-12-31 00:00:00,United States,Various Positions,United States,Non-Brd,,Shelley E Sayward,2002,NA - Company Network - 4,NA,Director,Company Network,4,
ABA Stonier Graduate School of Banking,Speciality & Other Finance,,196816412216,Quoted,2013-04-29 00:00:00,,10618741263,2,Other,1990,Historic (1990),Current,8810117433,MONROE CAPITAL CORP,Universities,1,Independent Director,2012-10-25 00:00:00,United States,Education,United States,NED,,Jeffrey (Jeff) D Steele,1988,NA - Company Network - 40,NA,Director,Company Network,40,
ABA Stonier Graduate School of Banking,Speciality & Other Finance,,196816412216,Quoted,Current,,10618741263,2,Other,1990,Historic (1990),Current,8810117433,MONROE CAPITAL CORP,Universities,8,Director -SD,2013-04-29 00:00:00,United States,Education,United States,NED,,Jeffrey (Jeff) D Steele,1988,NA - Company Network - 40,NA,Director,Company Network,40,
AEG Investors LLC,Speciality & Other Finance,,196816412216,Quoted,Current,,5825988516,1,Non-Brd,2004,Historic (2004),Current,16488129714,MONROE CAPITAL CORP,Private,6,CFO/Chief Investment Officer/Secretary,2015-05-06 00:00:00,United States,Senior Director,United States,ED,,Aaron Daniel Peck,2003-06-01 00:00:00,NA - Company Network - 40,NA,Director,Company Network,40,
AEG Investors LLC,Speciality & Other Finance,,196816412216,Quoted,2015-05-06 00:00:00,,5825988516,1,Non-Brd,2004,Historic (2004),Current,16488129714,MONROE CAPITAL CORP,Private,3,CFO/Chief Compliance Officer,2012-10-25 00:00:00,United States,Senior Director,United States,ED,,Aaron Daniel Peck,2003-06-01 00:00:00,NA - Company Network - 40,NA,Director,Company Network,40,
Aleh Foundation,Speciality & Other Finance,,196816412216,Quoted,Current,,13339616559,8,Other,Current,Current,Current,90973010120,MONROE CAPITAL CORP,Private,8,Independent Director,2012-10-25 00:00:00,Israel,Director -SD,United States,NED,,Robert (Rob) S Rubin,2012-11-01 00:00:00,NA - Company Network - 40,NA,Director,Company Network,40,
21st Century Trust,Tobacco,,11115702984,Quoted,2014-05-07 00:00:00,,86713834,,Other,,Historic,Historic (2014),502741833,PHILIP MORRIS INTERNATIONAL INC,Charities,6,Independent Director,2008-03-28 00:00:00,United Kingdom - England,Trustee,United States,NED,"S&P 100, S&P 500",John Dudley Fishburn,,NA - Company Network - 41,NA,Director,Company Network,41,
3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),Tobacco,Diversified Industrials,11115702984,Quoted,2012,"DOW JONES INDUSTRIAL AVG, S&P 100, S&P 500",22180674673,4,Non-Brd,1998.0,Historic (1998),Historic (2012),279913389,PHILIP MORRIS INTERNATIONAL INC,Quoted,1,Business Partner,2011,United States,Specialist,United States,Non-Brd,"S&P 100, S&P 500",Chong Kong Chan,1994,NA - Company Network - 41,NA,Director,Company Network,41,
7-Eleven Stores Pty Ltd (7-Eleven Australia),Tobacco,,11115702984,Quoted,2014-07-01 00:00:00,,15245698594,3,Non-Brd,2019.0,Historic (2019),Historic (2014),22527335214,PHILIP MORRIS INTERNATIONAL INC,Private,3,Manager - Regulatory Affairs,2011-11-01 00:00:00,Australia,General Manager - Corporate Affairs,United States,Non-Brd,"S&P 100, S&P 500",Clayton T Ford,2016-10-01 00:00:00,NA - Company Network - 41,NA,Director,Company Network,41,
AACSB International (Association to Advance Collegiate Schools of Business),Tobacco,,11115702984,Quoted,2008,,8888678246,1,Other,2004.0,Historic (2004),Historic (2008),1491266955,PHILIP MORRIS INTERNATIONAL INC,Private,< 1 Year,Consultant,2008,United States,Committee Member,United States,Non-Brd,"S&P 100, S&P 500",Doctor Kenneth (Ken) A Merchant,2003,NA - Company Network - 41,NA,Director,Company Network,41,
AACSB International (Association to Advance Collegiate Schools of Business),Tobacco,,11115702984,Quoted,2008,,8888678246,2,Other,2003.0,Historic (2004),Historic (2008),1491266955,PHILIP MORRIS INTERNATIONAL INC,Private,< 1 Year,Consultant,2008,United States,Committee Member,United States,Non-Brd,"S&P 100, S&P 500",Doctor Kenneth (Ken) A Merchant,2001,NA - Company Network - 41,NA,Director,Company Network,41,
Abex Inc,General Retailers,,205741012837,Quoted,Current,,8823637576,,Non-Brd,,Historic,Current,62281911816,SEQUENTIAL BRANDS GROUP INC,Private,< 1 Year,Director -SD,2020-11-01 00:00:00,United States,Various Positions,United States,NED,,John D Dionne,,NA - Company Network - 42,NA,Director,Company Network,42,
Above The Rim,General Retailers,,205741012837,Quoted,2015-06-01 00:00:00,,16013399302,3,Non-Brd,1992-01-01 00:00:00,Historic (1992),Historic (2015),23650456705,SEQUENTIAL BRANDS GROUP INC,Private,< 1 Year,Senior VP,2015,United States,President,United States,Non-Brd,,Robert (Cape) Capener,1989-01-01 00:00:00,NA - Company Network - 42,NA,Director,Company Network,42,
Action In Africa,General Retailers,,205741012837,Quoted,2019-04-01 00:00:00,,15383298720,10,Non-Brd,Current,Current,Historic (2019),305704212725,SEQUENTIAL BRANDS GROUP INC,Charities,2,Manager - Design,2017-07-01 00:00:00,Uganda,Graphic Designer,United States,Non-Brd,,Hannah Gilmore,2011,NA - Company Network - 42,NA,Director,Company Network,42,
Adidas America Inc,General Retailers,,205741012837,Quoted,2015-06-01 00:00:00,,16013399302,1,Non-Brd,2012-01-01 00:00:00,Historic (2012),Historic (2015),50136110448,SEQUENTIAL BRANDS GROUP INC,Private,< 1 Year,Senior VP,2015,United States,Head of Division,United States,Non-Brd,,Robert (Cape) Capener,2010-09-01 00:00:00,NA - Company Network - 42,NA,Director,Company Network,42,
AdvantageCare Physicians,General Retailers,,205741012837,Quoted,2020-11-16 00:00:00,,23385106384,3,Non-Brd,2016-12-01 00:00:00,Historic (2016),Historic (2020),205838712844,SEQUENTIAL BRANDS GROUP INC,Medical,< 1 Year,Senior VP - Finance,2020-10-27 00:00:00,United States,VP/Controller,United States,Non-Brd,,Daniel (Dan) Hanbridge,2013-09-01 00:00:00,NA - Company Network - 42,NA,Director,Company Network,42,
25Madison LLC,Media & Entertainment,,22005234380,Quoted,2017-10-16 00:00:00,,14084457411,2,Non-Brd,2020,Historic (2020),Current,31074001708,TOWNSQUARE MEDIA INC (Townsquare Media LLC prior to 07/2014),Private,3,Chairman/CEO,2014-07-24 00:00:00,United States,CEO,United States,ED,,Steven Price,2018-04-01 00:00:00,NA - Company Network - 43,NA,Director,Company Network,43,
25Madison LLC,Media & Entertainment,,22005234380,Quoted,Current,,14084457411,2,Non-Brd,2020,Historic (2020),Current,31074001708,TOWNSQUARE MEDIA INC (Townsquare Media LLC prior to 07/2014),Private,3,Chairman (Executive),2017-10-16 00:00:00,United States,CEO,United States,ED,,Steven Price,2018-04-01 00:00:00,NA - Company Network - 43,NA,Director,Company Network,43,
7hops.com Inc (ZergNet),Media & Entertainment,,22005234380,Quoted,2015-11-01 00:00:00,,204740212774,3,Non-Brd,Current,Current,Historic (2015),23012325900,TOWNSQUARE MEDIA INC (Townsquare Media LLC prior to 07/2014),Private,1,Senior VP,2014-07-24 00:00:00,United States,Chief Customer Officer,United States,Non-Brd,,Pete Schiecke,2018-08-01 00:00:00,NA - Company Network - 43,NA,Director,Company Network,43,
7hops.com Inc (ZergNet),Media & Entertainment,,22005234380,Quoted,2015-11-01 00:00:00,,204740212774,3,Non-Brd,2018-08-01 00:00:00,Current,Historic (2015),23012325900,TOWNSQUARE MEDIA INC (Townsquare Media LLC prior to 07/2014),Private,1,Senior VP,2014-07-24 00:00:00,United States,Vice President - Strategy,United States,Non-Brd,,Pete Schiecke,2015-12-01 00:00:00,NA - Company Network - 43,NA,Director,Company Network,43,
ACORN PRODUCTS INC (De-listed 05/2003),Media & Entertainment,,22005234380,Quoted,Current,,1602038083,7,NED,2001-05-30 00:00:00,Historic (2001),Current,19523059,TOWNSQUARE MEDIA INC (Townsquare Media LLC prior to 07/2014),Quoted,3,Independent Director,2018,United States,Director -SD,United States,NED,,Stephen (Steve) A Kaplan,1993-12-01 00:00:00,NA - Company Network - 43,NA,Director,Company Network,43,
27east.com,Telecommunication Services,,275367910448,Quoted,Current,,21614363650,< 1 Year,Non-Brd,2008-03-01 00:00:00,Historic (2008),Current,299462212288,ALTICE USA INC,Private,3,Vice President,2018-09-04 00:00:00,United States,Reporter,United States,Non-Brd,,Christopher (Chris) R Vaccaro,2007-11-01 00:00:00,NA - Company Network - 45,NA,Director,Company Network,45,
4C Insights Inc,Telecommunication Services,Software & Computer Services,275367910448,Quoted,2019-08-01 00:00:00,,193326911958,1,Non-Brd,2016-09-01 00:00:00,Historic (2016),Historic (2019),23612066657,ALTICE USA INC,Private,< 1 Year,Head of Strategic Partnerships,2019-02-01 00:00:00,United States,Senior VP - Global Sales,United States,Non-Brd,,Hamid Qayyum,2015-09-03 00:00:00,NA - Company Network - 45,NA,Director,Company Network,45,
4C Insights Inc,Telecommunication Services,Software & Computer Services,275367910448,Quoted,2018-06-01 00:00:00,,193326911958,1,Non-Brd,2016-09-01 00:00:00,Historic (2016),Historic (2019),23612066657,ALTICE USA INC,Private,1,Vice President - Commercial,2017-07-01 00:00:00,United States,Senior VP - Global Sales,United States,Non-Brd,,Hamid Qayyum,2015-09-03 00:00:00,NA - Company Network - 45,NA,Director,Company Network,45,
4C Insights Inc,Telecommunication Services,Software & Computer Services,275367910448,Quoted,2019-02-01 00:00:00,,193326911958,1,Non-Brd,2016-09-01 00:00:00,Historic (2016),Historic (2019),23612066657,ALTICE USA INC,Private,1,Division VP - Sales,2018-06-01 00:00:00,United States,Senior VP - Global Sales,United States,Non-Brd,,Hamid Qayyum,2015-09-03 00:00:00,NA - Company Network - 45,NA,Director,Company Network,45,
AAT Communications Inc,Telecommunication Services,,275367910448,Quoted,2020-02-01 00:00:00,,175195210571,,Non-Brd,,Historic,Historic (2020),70725110381,ALTICE USA INC,Private,3,Division Senior VP,2017-06-22 00:00:00,United States,Various Positions,United States,Non-Brd,,Steven Tyler Nau,,NA - Company Network - 45,NA,Director,Company Network,45,
Abundant Venture Innovation Accelerator LLC (AVIA),Mining,,272407510205,Quoted,2020-03-02 00:00:00,,12524475494,1,Non-Brd,Current,Current,Historic (2020),8961548940,PEABODY ENERGY CORP,Private,3,Executive VP/Chief Legal Officer/Secretary,2017-04-03 00:00:00,United States,Advisor,United States,Non-Brd,,Audrey Verona Dorch,2020-04-01 00:00:00,NA - Company Network - 46,NA,Director,Company Network,46,
Abundant Venture Innovation Accelerator LLC (AVIA),Mining,,272407510205,Quoted,2020-04-03 00:00:00,,12524475494,1,Non-Brd,Current,Current,Historic (2020),8961548940,PEABODY ENERGY CORP,Private,< 1 Year,Executive,2020-03-02 00:00:00,United States,Advisor,United States,Non-Brd,,Audrey Verona Dorch,2020-04-01 00:00:00,NA - Company Network - 46,NA,Director,Company Network,46,
ACA Low Emissions Technologies (ACALET) Ltd,Mining,,272407510205,Quoted,2019,,8505502880,7,NED,Current,Current,Historic (2019),189593711688,PEABODY ENERGY CORP,Private,2,Regional President,2017-04-03 00:00:00,Australia,Chairman,United States,Non-Brd,,George J Schuller Jr,2014-05-01 00:00:00,NA - Company Network - 46,NA,Director,Company Network,46,
Acosta Inc (Acosta Sales & Marketing Co) (Formerly known as LT Acosta Co Inc),Mining,Business Services,272407510205,Quoted,Current,,203385212675,1,NED,Current,Current,Current,6731947220,PEABODY ENERGY CORP,Private,1,Independent Director,2020-02-20 00:00:00,United States,Director -SD,United States,NED,,David (Dave) J Miller,2020-01-01 00:00:00,NA - Company Network - 46,NA,Director,Company Network,46,
ADA-ES LLC,Mining,,272407510205,Quoted,2020-03-01 00:00:00,,195041212084,6,Non-Brd,2013-02-01 00:00:00,Historic (2013),Historic (2020),9584944011,PEABODY ENERGY CORP,Private,3,Vice President - Technology,2017-04-03 00:00:00,United States,Senior Engineer,United States,Non-Brd,,Doctor Holly Krutka,2007-07-01 00:00:00,NA - Company Network - 46,NA,Director,Company Network,46,
14th Street-Union Square Local Development Corp (LDC),Utilities - Other,,1209810726,Quoted,2006-02-28 00:00:00,,434828175,,Other,,Historic,Historic (2014),94188657,CONSOLIDATED EDISON INC,Private,< 1 Year,Chairman,2005-09-01 00:00:00,United States,Co-Chairman,United States,ED,S&P 500,Eugene (Gene) R McGrath,,NA - Company Network - 5,NA,Director,Company Network,5,
14th Street-Union Square Local Development Corp (LDC),Utilities - Other,,1209810726,Quoted,2005-09-01 00:00:00,,434828175,,Other,,Historic,Historic (2014),94188657,CONSOLIDATED EDISON INC,Private,8,Chairman/President/CEO,1997-10-01 00:00:00,United States,Co-Chairman,United States,ED,S&P 500,Eugene (Gene) R McGrath,,NA - Company Network - 5,NA,Director,Company Network,5,
14th Street-Union Square Local Development Corp (LDC),Utilities - Other,,1209810726,Quoted,2014-05-19 00:00:00,,434828175,,Other,,Historic,Historic (2014),94188657,CONSOLIDATED EDISON INC,Private,8,Director -SD,2006-02-28 00:00:00,United States,Co-Chairman,United States,NED,S&P 500,Eugene (Gene) R McGrath,,NA - Company Network - 5,NA,Director,Company Network,5,
